"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대전광역시청",대전광역시 대덕구 한밭대로 1199,대전광역시 대덕구 중리동 190-4 중리4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3592888,127.4320328,2017-02-01
"대전광역시청",대전광역시 대덕구 한밭대로 1051,대전광역시 대덕구 오정동 64-15 오정4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3587756,127.4154003,2017-02-01
"대전광역시청",대전광역시 대덕구 오정로 125,대전광역시 대덕구 오정동 292-1 농수산5가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3564698,127.4053609,2017-02-01
"대전광역시청",대전광역시 서구 청사로 254 모정4가,대전광역시 서구 둔산동 912 모정4가,교통정보수집,1,200,수시변경,30,1999-11,042-270-5353,36.3578092,127.3904231,2017-02-01
"대전광역시청",대전광역시 서구 월평동 216-3 갑천대교4가,대전광역시 서구 월평동 216-3 갑천대교4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3587428,127.3599456,2017-02-01
"대전광역시청",대전광역시 유성구 유성대로 807,대전광역시 유성구 장대동 335-1 궁동4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3641398,127.3379588,2017-02-01
"대전광역시청",대전광역시 월드컵경기장4가,대전광역시 유성구 노은동 63-33 월드컵경기장4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3670617,127.3273007,2017-02-01
"대전광역시청",대전광역시 유성구 장대동 224-19 유성나들목3가,대전광역시 유성구 장대동 224-19 유성나들목3가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3595575,127.3266369,2017-02-01
"대전광역시청",대전광역시 유성구 봉명동 1016-1 유성온천역4가,대전광역시 유성구 봉명동 1016-1 유성온천역4가,교통정보수집,1,200,수시변경,30,1998-10,042-270-5353,36.3535501,127.3416701,2017-02-01
"대전광역시청",대전광역시 유성구 원촌동 267-19 원촌동4가,대전광역시 유성구 원촌동 267-19 원촌동4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3802149,127.4068781,2017-02-01
"대전광역시청",대전광역시 대덕구 읍내동 90-1 읍내동3가,대전광역시 대덕구 읍내동 90-1 읍내동3가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3816538,127.4259971,2017-02-01
"대전광역시청",대전광역시 서구 계룡로 646,대전광역시 서구 용문동 257-1 용문4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3381987,127.3932582,2017-02-01
"대전광역시청",대전광역시 서구 용문동 588 남선4가,대전광역시 서구 용문동 588 남선4가,교통정보수집,1,200,수시변경,30,1996-06,042-270-5353,36.3448281,127.4018551,2017-02-01
"대전광역시청",대전광역시 서구 도산로 45,대전광역시 서구 도마동 174-6 도마4가,교통정보수집,1,200,수시변경,30,1996-06,042-270-5353,36.3129163,127.3801097,2017-02-01
"대전광역시청",대전광역시 서구 갈마로 262,대전광역시 서구 내동 5 가장4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3313373,127.3842117,2017-02-01
"대전광역시청",대전광역시 유성구 가정동 205-8 과학공원4가,대전광역시 유성구 가정동 205-8 과학공원4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3746563,127.3796739,2017-02-01
"대전광역시청",대전광역시 대덕구 대덕대로 1628,대전광역시 대덕구 신탄진동 145-3 신탄4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.4509061,127.4287264,2017-02-01
"대전광역시청",대전광역시 중구 선화서로 2,대전광역시 중구 대흥동 502-15 성모병원5가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3241609,127.4202871,2017-02-01
"대전광역시청",대전광역시 서구 둔산남로 213,대전광역시 서구 둔산동 2144 삼천교4가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3490127,127.4017292,2017-02-01
"대전광역시청",대전광역시 평송수련원3가,대전광역시 서구 만년동 439 평송수련원3가,교통정보수집,1,200,수시변경,30,2003-01,042-270-5353,36.3646304,127.3935711,2017-02-01
"대전광역시청",대전광역시 대덕구 대화로32번길 225,대전광역시 대덕구 대화동 94-10 대화JC,교통정보수집,1,200,수시변경,30,2004-07,042-270-5353,36.3771721,127.4108492,2017-02-01
"대전광역시청",대전광역시 대덕구 오정동 705-273 한밭영업소,대전광역시 대덕구 오정동 705-273 한밭영업소,교통정보수집,1,200,수시변경,30,2004-07,042-270-5353,36.3610636,127.4019181,2017-02-01
"대전광역시청",대전광역시 대덕구 대화동 478-1 대화영업소,대전광역시 대덕구 대화동 478-1 대화영업소,교통정보수집,1,200,수시변경,30,2004-07,042-270-5353,36.3718558,127.3963183,2017-02-01
"대전광역시청",대전광역시 서구 만년동 606 엑스포지하차도,대전광역시 서구 만년동 606 엑스포지하차도,교통정보수집,1,200,수시변경,30,2004-07,042-270-5353,36.3708942,127.3863890,2017-02-01
"대전광역시청",대전광역시 유성구 구암동 226-10 유성생명고교3가,대전광역시 유성구 구암동 226-10 유성생명고교3가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3485140,127.3264110,2017-02-01
"대전광역시청",대전광역시 유성구 봉명동 1056-1 원골4가,대전광역시 유성구 봉명동 1056-1 원골4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3428480,127.3391430,2017-02-01
"대전광역시청",대전광역시 유성구 봉명동 1040-1 계룡대교4가,대전광역시 유성구 봉명동 1040-1 계룡대교4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3483220,127.3481160,2017-02-01
"대전광역시청",대전광역시 유성구 용계동 148-1 도안4가,대전광역시 유성구 용계동 148-1 도안4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3325910,127.3323930,2017-02-01
"대전광역시청",대전광역시 서구 도안북로 158,대전광역시 서구 도안북로 158 옥녀봉4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3318620,127.3476980,2017-02-01
"대전광역시청",대전광역시 서구 도안동 1538 도안중4가,대전광역시 서구 도안동 1538 도안중4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3318720,127.3477250,2017-02-01
"대전광역시청",대전광역시 서구 관저동 910-4 관저4가,대전광역시 서구 관저동 910-4 관저4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3017440,127.3346380,2017-02-01
"대전광역시청",대전광역시 서구 관저동 994 금성골4가,대전광역시 서구 관저동 994 금성골4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3076440,127.3409040,2017-02-01
"대전광역시청",대전광역시 유성구 원신흥동 149-5 원신흥3가,대전광역시 유성구 원신흥동 149-5 원신흥3가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3396170,127.3486430,2017-02-01
"대전광역시청",대전광역시 대덕구 오정동 489-26 한남5가,대전광역시 대덕구 오정동 489-26 한남5가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3481680,127.4158510,2017-02-01
"대전광역시청",대전광역시 대덕구 오정동 738 오정동주민센터5가,대전광역시 대덕구 오정동 738 오정동주민센터5가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3531140,127.4096260,2017-02-01
"대전광역시청",대전광역시 유성구 지족동 940 침신대4가,대전광역시 유성구 지족동 940 침신대4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3841270,127.3203460,2017-02-01
"대전광역시청",대전광역시 유성구 궁동 479-1 충대5가,대전광역시 유성구 궁동 479-1 충대5가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3618440,127.3443230,2017-02-01
"대전광역시청",대전광역시 동구 판암동 477-7일원 판암주민센터,대전광역시 동구 판암동 477-7일원 판암주민센터,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3168350,127.4577410,2017-02-01
"대전광역시청",대전광역시 대덕구 상서동 349-51일원 상서3가,대전광역시 대덕구 상서동 349-51일원 상서3가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4294210,127.4216420,2017-02-01
"대전광역시청",대전광역시 동구 대사동 99-1일원 보문산5가,대전광역시 동구 대사동 99-1일원 보문산5가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3172590,127.4259350,2017-02-01
"대전광역시청",대전광역시 유성구 구암동 518-31일원 덕명4가,대전광역시 유성구 구암동 518-31일원 덕명4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3604630,127.3055060,2017-02-01
"대전광역시청",대전광역시 유성구 관평동 617-60일원 북대전IC4가,대전광역시 유성구 관평동 617-60일원 북대전IC4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4167020,127.3778390,2017-02-01
"대전광역시청",대전광역시 유성구 원내동 402-9일원 진잠4가,대전광역시 유성구 원내동 402-9일원 진잠4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.2988980,127.3236840,2017-02-01
"대전광역시청",대전광역시 유성구 도룡동 382일원 도룡3가,대전광역시 유성구 도룡동 382일원 도룡3가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3886410,127.3786090,2017-02-01
"대전광역시청",대전광역시 서구 둔산동 1545 시청역4가,대전광역시 서구 둔산동 1545 시청역4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.3513590,127.3866220,2017-02-01
"대전광역시청",대전광역시 유성구 봉산동 764-4 둔고터널 앞,대전광역시 유성구 봉산동 764-4 둔고터널 앞,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4444410,127.3856180,2017-02-01
"대전광역시청",대전광역시 대덕구 문평동 92-1 들말4가,대전광역시 대덕구 문평동 92-1 들말4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4383820,127.3947050,2017-02-01
"대전광역시청",대전광역시 대덕구 신일동 1704-1 시알들4가,대전광역시 대덕구 신일동 1704-1 시알들4가,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4300300,127.4054570,2017-02-01
"대전광역시청",대전광역시 대덕구 상서동 385-3 지수체육공원,대전광역시 대덕구 상서동 385-3 지수체육공원,교통정보수집,1,200,수시변경,30,2016-12,042-270-5353,36.4236450,127.4141420,2017-02-01
"대전광역시청",대전광역시 중구 계룡로 820,대전광역시 중구 계룡로 820,교통단속,1,130,전방 150미터,150,2002-12,042-270-2353,36.3267610,127.4072130,2017-02-01
"대전광역시청",대전광역시 서구 계룡로 385,대전광역시 서구 계룡로 385,교통단속,1,130,전방 150미터,150,1999-11,042-270-2353,36.3517400,127.3711090,2017-02-01
"대전광역시청",대전광역시 유성구 봉명동 326-80,대전광역시 유성구 봉명동 326-80,교통단속,1,130,전방 150미터,150,2012-12,042-270-2353,36.3525670,127.3453290,2017-02-01
"대전광역시청",대전광역시 중구 계백로 1578,대전광역시 중구 계백로 1578,교통단속,1,130,전방 150미터,150,1999-01,042-270-2353,36.3178360,127.3952970,2017-02-01
"대전광역시청",대전광역시 중구 태평2동 423-24,대전광역시 중구 태평2동 423-24,교통단속,1,130,전방 150미터,150,2006-12,042-270-2353,36.3161580,127.3884620,2017-02-01
"대전광역시청",대전광역시 서구 계백로 1460,대전광역시 서구 계백로 1460,교통단속,1,130,전방 150미터,150,2006-12,042-270-2353,36.3265572,127.4069663,2017-02-01
"대전광역시청",대전광역시 중구 계백로 1581,대전광역시 중구 계백로 1581,교통단속,1,130,전방 150미터,150,2006-12,042-270-2353,36.3180500,127.3955190,2017-02-01
"대전광역시청",대전광역시 유성구 봉명동 670,대전광역시 유성구 봉명동 670,교통단속,1,130,전방 150미터,150,2006-12,042-270-2353,36.3593830,127.3542160,2017-02-01
"대전광역시청",대전광역시 서구 벌곡로1384번길 131,대전광역시 서구 벌곡로1384번길 131,교통단속,1,130,전방 150미터,150,2002-03,042-270-2353,36.3061840,127.3577840,2017-02-01
"대전광역시청",대전광역시 서구 가수원동 668-2,대전광역시 서구 가수원동 668-2,교통단속,1,130,전방 150미터,150,1999-01,042-270-2353,36.3036910,127.3460720,2017-02-01
"대전광역시청",대전광역시 서구 도산로 137,대전광역시 서구 도산로 137,교통단속,1,130,전방 150미터,150,2002-12,042-270-2353,36.3210130,127.3777772,2017-02-01
"대전광역시청",대전광역시 서구 도산로 318,대전광역시 서구 도산로 318,교통단속,1,130,전방 150미터,150,2002-12,042-270-2353,36.3340820,127.3878610,2017-02-01
"대전광역시청",대전광역시 서구 도산로 176,대전광역시 서구 도산로 176,교통단속,1,130,전방 150미터,150,2004-09,042-270-2353,36.3242120,127.3863000,2017-02-01
"대전광역시청",대전광역시 대덕구 송촌동 295-7,대전광역시 대덕구 송촌동 295-7,교통단속,1,130,전방 150미터,150,2006-12,042-270-2353,36.3529760,127.4429930,2017-02-01
"대전광역시청",대전광역시 동구 성남동 494-5,대전광역시 동구 성남동 494-5,교통단속,1,130,전방 150미터,150,2012-09,042-270-2353,36.3489360,127.4364760,2017-02-01
"대전광역시청",대전광역시 중구 목동 127-3,대전광역시 중구 목동 127-3,교통단속,1,130,전방 150미터,150,2009-11,042-270-2353,36.3308450,127.4096780,2017-02-01
"대전광역시청",대전광역시 동구 중앙로 215,대전광역시 동구 정동 1 대전역4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3312518,127.4326508,2017-02-01
"대전광역시청",대전광역시 중구 중앙로 지하 145,대전광역시 중구 은행동 216 중앙로4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3287755,127.4259271,2017-02-01
"대전광역시청",대전광역시 대흥로127번길 3,대전광역시 중구 대흥동 630 중구청4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3269691,127.4217534,2017-02-01
"대전광역시청",대전광역시 중구 대흥동 532-15 예술가의집4가,대전광역시 중구 대흥동 532-15 예술가의집4가,교통정보수집,1,200,수시변경,30,1993-07,042-270-5353,36.3229323,127.4168504,2017-02-01
"대전광역시청",대전광역시 유성구 궁동 364-11,대전광역시 유성구 궁동 364-11,교통단속,1,130,전방 150미터,150,2012-09,042-270-2353,36.3601440,127.3512480,2017-02-01
"대전광역시청",대전광역시 서구 만년동 413,대전광역시 서구 만년동 413,교통단속,1,130,전방 150미터,150,2012-09,042-270-2353,36.3661030,127.3795360,2017-02-01
"대전광역시청",대전광역시 서구 만년남로 8,대전광역시 서구 만년남로 8,교통단속,1,130,전방 150미터,150,2012-09,042-270-2353,36.3662390,127.3792710,2017-02-01
"대전광역시청",대전광역시 대덕구 계족산로5번길 25,대전광역시 대덕구 계족산로5번길 25,교통단속,1,130,전방 150미터,150,2009-11,042-270-2353,36.3629980,127.4311940,2017-02-01
"대전광역시청",대전광역시 대덕구 법동 212,대전광역시 대덕구 법동 212,교통단속,1,130,전방 150미터,150,2009-11,042-270-2353,36.3700730,127.4290740,2017-02-01
"대전광역시청",대전광역시 유성구 도안동로 331,대전광역시 유성구 도안동로 331,교통단속,2,130,전방 150미터,150,2012-08,042-270-2353,36.3504121,127.3845481,2017-02-01
"대전광역시청",대전광역시 서구 도안동 71-1번지,대전광역시 서구 도안동 71-1번지,교통단속,2,130,전방 150미터,150,2012-08,042-270-2353,36.3142060,127.3493010,2017-02-01
"대전광역시청",대전광역시 유성구 원신흥동 148-33,대전광역시 유성구 원신흥동 148-33,교통단속,1,130,전방 150미터,150,2016-12,042-270-2353,36.3407950,127.3479020,2017-02-01
"대전광역시청",대전광역시 오정동 483-24,대전광역시 오정동 483-24,교통단속,1,130,전방 150미터,150,2016-07,042-270-2353,36.3451810,127.4197020,2017-02-01
"대전광역시청",대전광역시 오정동 726,대전광역시 오정동 726,교통단속,1,130,전방 150미터,150,2016-07,042-270-2353,36.3521370,127.4108690,2017-02-01
"대전광역시청",대전광역시 동구 낭월동 산2-1번지,대전광역시 동구 낭월동 산2-1번지,재난재해,2,200,식장산,15,2001-05,042-270-5580,36.2926581,127.4864711,2017-02-01
"대전광역시청",대전광역시 동구 신촌동 산7 번지,대전광역시 동구 신촌동 산7 번지,재난재해,2,200,백골산,15,2013-05,042-270-5580,36.3742551,127.5202631,2017-02-01
"대전광역시청",대전광역시 동구 비룡동 산43-1,대전광역시 동구 비룡동 산43-1,재난재해,2,200,대청농원,15,2012-05,042-270-5580,36.3400411,127.4851251,2017-02-01
"대전광역시청",대전광역시 동구 하소동 178-3번지,대전광역시 동구 하소동 178-3번지,재난재해,2,200,떡갈봉,15,2010-06,042-270-5580,36.2130891,127.4389131,2017-02-01
"대전광역시청",대전광역시 장안로 461,대전광역시 서구 장안동 산48,재난재해,2,200,장태산,15,2001-04,042-270-5580,36.2158941,127.3418971,2017-02-01
"대전광역시청",대전광역시 서구 매노동 산 46-3번지,대전광역시 서구 매노동 산 46-3번지,재난재해,2,200,청학봉,15,2011-04,042-270-5580,36.2287891,127.3260351,2017-02-01
"대전광역시청",대전광역시 유성구 방동 산70-1,대전광역시 유성구 방동 산70-1,재난재해,2,200,방동고개,15,2001-06,042-270-5580,36.2745391,127.2956491,2017-02-01
"대전광역시청",대전광역시 유성구 구룡동 산 37번지,대전광역시 유성구 구룡동 산 37번지,재난재해,2,200,보덕봉,15,2004-09,042-270-5580,36.4364621,127.3690601,2017-02-01
"대전광역시청",대전광역시 대덕구 장동 산108-1,대전광역시 대덕구 장동 산108-1,재난재해,2,200,계족산,15,2004-10,042-270-5580,36.3852641,127.4426401,2017-02-01
"대전광역시청",대전광역시 유성구 성북동 산84 번지,대전광역시 유성구 성북동 산84 번지,재난재해,2,200,금수봉,15,2012-09,042-270-5580,36.3280491,127.2739311,2017-02-01
"대전광역시청",대전광역시 유성구 갑동 산49-1,대전광역시 유성구 갑동 산49-1,재난재해,2,200,옥녀봉,15,2013-03,042-270-5580,36.3551101,127.2802281,2017-02-01
"대전광역시청",충청남도 금산군 복수면 지량리 산49,충청남도 금산군 복수면 지량리 산49,재난재해,2,200,해철이산,15,2001-05,042-270-5580,36.2680621,127.3706991,2017-02-01
"대전광역시청",대전광역시 보문산공원로 252-57,대전광역시 중구 문화동 산 18-1,재난재해,2,200,보문산,15,2014-05,042-270-5580,36.2982091,127.4210381,2017-02-01
"대전광역시청",대전광역시 중구 보문산공원로446(대사동),대전광역시 중구 대사동190-23,재난재해,2,200,360도전방면,30,2015-07,042-270-7862,36.3089831,127.4224251,2017-02-01
"대전광역시청",대전광역시 중구 문화동44-1,대전광역시 중구 문화동44-1,재난재해,2,200,360도전방면,30,2015-07,042-270-7862,36.3080371,127.4110261,2017-02-01
"대전광역시청",대전광역시 중구탑골로31(산성동),대전광역시 중구 산성동 산3-28,재난재해,2,200,360도전방면,30,2015-07,042-270-7862,36.3035901,127.3971401,2017-02-01
"대전광역시청",대전광역시 중구운남로85번길54-14(무수동),대전광역시 중구 무수동 산1,재난재해,2,200,360도전방면,30,2015-07,042-270-7862,36.2919391,127.4216741,2017-02-01
"대전광역시청",대전광역시 중구 석교동 산17-1,대전광역시 중구 석교동 산17-1,재난재해,2,200,360도전방면,30,2015-07,042-270-7862,36.3043081,127.4310081,2017-02-01
"대전광역시청",대전광역시 중구보문산로252-57(문화동),대전광역시 중구 문화동 산18-1,재난재해,1,200,까치고개,30,2014-12,042-270-7862,36.2982091,127.4210381,2017-02-01
"대전광역시청",대전광역시 중구 사정동618,대전광역시 중구 사정동618,재난재해,1,200,임도 길 입구,30,2014-12,042-270-7862,36.2929691,127.4013141,2017-02-01
"대전광역시청",대전광역시 중구 무수동 산30-1,대전광역시 중구 무수동 산30-1,재난재해,1,200,사방댐정자,30,2014-12,042-270-7862,36.2824691,127.4030011,2017-02-01
"대전광역시청",대전광역시 중구 호동 산6-1,대전광역시 중구 호동 산6-1,재난재해,1,200,임도 길 입구,30,2012-12,042-270-7862,36.2962941,127.4297971,2017-02-01
"대전광역시청",대전광역시 동구 대성동 12-5,대전광역시 동구 대성동 12-5,재난재해,1,200,임도 입구,30,2016-03,042-270-7862,36.2987080,127.4641230,2017-02-01
"대전광역시청",대전광역시 동구 판암동 산32-1,대전광역시 동구 판암동 산32-1,재난재해,1,200,임도 입구,30,2016-03,042-270-7862,36.3056780,127.4709830,2017-02-01
"대전광역시청",대전광역시 동구 삼정동 3-21,대전광역시 동구 삼정동 3-21,재난재해,1,200,임도 입구,30,2016-03,042-270-7862,36.3296450,127.4798210,2017-02-01
"대전광역시청",대전광역시 동구 세천동 358,대전광역시 동구 세천동 358,재난재해,1,200,세천공원,30,2016-03,042-270-7862,36.3299330,127.4845630,2017-02-01
"대전광역시청",대전광역시 동구 세천동 303,대전광역시 동구 세천동 303,재난재해,1,200,임도 입구,30,2016-03,042-270-7862,36.3309270,127.4875660,2017-02-01
"대전광역시청",대전광역시 대덕구 법동 205-5,대전광역시 대덕구 법동 205-5,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3653911,127.4317191,2017-02-01
"대전광역시청",대전광역시 대덕구 비래동 산11,대전광역시 대덕구 비래동 산11,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3671891,127.4522711,2017-02-01
"대전광역시청",대전광역시 대덕구 송촌로 79번길 16,대전광역시 대덕구 송촌동 179,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3661511,127.4432191,2017-02-01
"대전광역시청",대전광역시 대덕구 동춘당로 80,대전광역시 대덕구 송촌동 192,기타,5,200,문화재방면,30,2016-12,042-270-4524,36.3653221,127.4414581,2017-02-01
"대전광역시청",대전광역시 대덕구 동춘당로 70,대전광역시 대덕구 송촌동 198-4,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3650991,127.4426811,2017-02-01
"대전광역시청",대전광역시 대덕구 대전로 1397번길 126,대전광역시 대덕구 읍내동 134,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3840831,127.4215101,2017-02-01
"대전광역시청",대전광역시 대덕구 계족로 750,대전광역시 대덕구 읍내동 74,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3781091,127.4273521,2017-02-01
"대전광역시청",대전광역시 대덕구 계족로 17번길 60,대전광역시 대덕구 중리동 115,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3645771,127.4328831,2017-02-01
"대전광역시청",대전광역시 대덕구 중리동 498-1,대전광역시 대덕구 중리동 498-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3635061,127.4365761,2017-02-01
